id,filename,is_ai,generator,category
ai_art_hunyuan_v3_art_03.png,images/ai/art/hunyuan_v3_art_03.png,true,Hunyuan v3,art
ai_art_gpt_image_1.5_art_10.png,images/ai/art/gpt_image_1.5_art_10.png,true,Gpt,art
ai_art_recraft_v3_art_03.png,images/ai/art/recraft_v3_art_03.png,true,Recraft v3,art
ai_art_gpt_image_1.5_art_04.png,images/ai/art/gpt_image_1.5_art_04.png,true,Gpt,art
ai_art_sd_3.5_large_art_01.png,images/ai/art/sd_3.5_large_art_01.png,true,Sd,art
ai_art_gemini_3_pro_art_05.png,images/ai/art/gemini_3_pro_art_05.png,true,Gemini 3 Pro,art
ai_art_flux_pro_v1.1_art_06.png,images/ai/art/flux_pro_v1.1_art_06.png,true,Flux Pro v1.1,art
ai_art_grok_aurora_art_09.png,images/ai/art/grok_aurora_art_09.png,true,Grok Aurora,art
ai_art_grok_aurora_art_08.png,images/ai/art/grok_aurora_art_08.png,true,Grok Aurora,art
ai_art_flux_pro_v1.1_art_07.png,images/ai/art/flux_pro_v1.1_art_07.png,true,Flux Pro v1.1,art
ai_art_gemini_3_pro_art_10.png,images/ai/art/gemini_3_pro_art_10.png,true,Gemini 3 Pro,art
ai_art_gemini_3_pro_art_04.png,images/ai/art/gemini_3_pro_art_04.png,true,Gemini 3 Pro,art
ai_art_gpt_image_1.5_art_05.png,images/ai/art/gpt_image_1.5_art_05.png,true,Gpt,art
ai_art_recraft_v3_art_02.png,images/ai/art/recraft_v3_art_02.png,true,Recraft v3,art
ai_art_gpt_image_1.5_art_07.png,images/ai/art/gpt_image_1.5_art_07.png,true,Gpt,art
ai_art_gemini_3_pro_art_06.png,images/ai/art/gemini_3_pro_art_06.png,true,Gemini 3 Pro,art
ai_art_sd_3.5_large_art_02.png,images/ai/art/sd_3.5_large_art_02.png,true,Sd,art
ai_art_flux_pro_v1.1_art_05.png,images/ai/art/flux_pro_v1.1_art_05.png,true,Flux Pro v1.1,art
ai_art_seedream_v4_art_09.png,images/ai/art/seedream_v4_art_09.png,true,Seedream,art
ai_art_seedream_v4_art_08.png,images/ai/art/seedream_v4_art_08.png,true,Seedream,art
ai_art_flux_pro_v1.1_art_10.png,images/ai/art/flux_pro_v1.1_art_10.png,true,Flux Pro v1.1,art
ai_art_flux_pro_v1.1_art_04.png,images/ai/art/flux_pro_v1.1_art_04.png,true,Flux Pro v1.1,art
ai_art_gemini_3_pro_art_07.png,images/ai/art/gemini_3_pro_art_07.png,true,Gemini 3 Pro,art
ai_art_sd_3.5_large_art_03.png,images/ai/art/sd_3.5_large_art_03.png,true,Sd,art
ai_art_recraft_v3_art_01.png,images/ai/art/recraft_v3_art_01.png,true,Recraft v3,art
ai_art_gpt_image_1.5_art_06.png,images/ai/art/gpt_image_1.5_art_06.png,true,Gpt,art
ai_art_hunyuan_v3_art_08.png,images/ai/art/hunyuan_v3_art_08.png,true,Hunyuan v3,art
ai_art_gpt_image_1.5_art_02.png,images/ai/art/gpt_image_1.5_art_02.png,true,Gpt,art
ai_art_recraft_v3_art_05.png,images/ai/art/recraft_v3_art_05.png,true,Recraft v3,art
ai_art_sd_3.5_large_art_07.png,images/ai/art/sd_3.5_large_art_07.png,true,Sd,art
ai_art_gemini_3_pro_art_03.png,images/ai/art/gemini_3_pro_art_03.png,true,Gemini 3 Pro,art
ai_art_leonardo_phoenix_art_09.png,images/ai/art/leonardo_phoenix_art_09.png,true,Leonardo Phoenix,art
ai_art_leonardo_phoenix_art_08.png,images/ai/art/leonardo_phoenix_art_08.png,true,Leonardo Phoenix,art
ai_art_flux_pro_v1.1_art_01.png,images/ai/art/flux_pro_v1.1_art_01.png,true,Flux Pro v1.1,art
ai_art_sd_3.5_large_art_06.png,images/ai/art/sd_3.5_large_art_06.png,true,Sd,art
ai_art_gemini_3_pro_art_02.png,images/ai/art/gemini_3_pro_art_02.png,true,Gemini 3 Pro,art
ai_art_recraft_v3_art_10.png,images/ai/art/recraft_v3_art_10.png,true,Recraft v3,art
ai_art_recraft_v3_art_04.png,images/ai/art/recraft_v3_art_04.png,true,Recraft v3,art
ai_art_gpt_image_1.5_art_03.png,images/ai/art/gpt_image_1.5_art_03.png,true,Gpt,art
ai_art_hunyuan_v3_art_09.png,images/ai/art/hunyuan_v3_art_09.png,true,Hunyuan v3,art
ai_art_recraft_v3_art_06.png,images/ai/art/recraft_v3_art_06.png,true,Recraft v3,art
ai_art_gpt_image_1.5_art_01.png,images/ai/art/gpt_image_1.5_art_01.png,true,Gpt,art
ai_art_sd_3.5_large_art_04.png,images/ai/art/sd_3.5_large_art_04.png,true,Sd,art
ai_art_sd_3.5_large_art_10.png,images/ai/art/sd_3.5_large_art_10.png,true,Sd,art
ai_art_ideogram_v3_art_08.png,images/ai/art/ideogram_v3_art_08.png,true,Ideogram v3,art
ai_art_flux_pro_v1.1_art_03.png,images/ai/art/flux_pro_v1.1_art_03.png,true,Flux Pro v1.1,art
ai_art_flux_pro_v1.1_art_02.png,images/ai/art/flux_pro_v1.1_art_02.png,true,Flux Pro v1.1,art
ai_art_ideogram_v3_art_09.png,images/ai/art/ideogram_v3_art_09.png,true,Ideogram v3,art
ai_art_gemini_3_pro_art_01.png,images/ai/art/gemini_3_pro_art_01.png,true,Gemini 3 Pro,art
ai_art_sd_3.5_large_art_05.png,images/ai/art/sd_3.5_large_art_05.png,true,Sd,art
ai_art_recraft_v3_art_07.png,images/ai/art/recraft_v3_art_07.png,true,Recraft v3,art
ai_art_wan_v2.6_art_03.png,images/ai/art/wan_v2.6_art_03.png,true,Wan v2.6,art
ai_art_flux_schnell_art_02.png,images/ai/art/flux_schnell_art_02.png,true,Flux Schnell,art
ai_art_qwen_2512_art_01.png,images/ai/art/qwen_2512_art_01.png,true,Qwen 2512,art
ai_art_z_image_art_06.png,images/ai/art/z_image_art_06.png,true,Z,art
ai_art_glm_image_art_09.png,images/ai/art/glm_image_art_09.png,true,GLM Image,art
ai_art_glm_image_art_08.png,images/ai/art/glm_image_art_08.png,true,GLM Image,art
ai_art_z_image_art_07.png,images/ai/art/z_image_art_07.png,true,Z,art
ai_art_flux_schnell_art_03.png,images/ai/art/flux_schnell_art_03.png,true,Flux Schnell,art
ai_art_wan_v2.6_art_02.png,images/ai/art/wan_v2.6_art_02.png,true,Wan v2.6,art
ai_art_qwen_2512_art_02.png,images/ai/art/qwen_2512_art_02.png,true,Qwen 2512,art
ai_art_flux_schnell_art_01.png,images/ai/art/flux_schnell_art_01.png,true,Flux Schnell,art
ai_art_z_image_art_05.png,images/ai/art/z_image_art_05.png,true,Z,art
ai_art_flux_2_flex_art_09.png,images/ai/art/flux_2_flex_art_09.png,true,Flux,art
ai_art_flux_2_flex_art_08.png,images/ai/art/flux_2_flex_art_08.png,true,Flux,art
ai_art_z_image_art_04.png,images/ai/art/z_image_art_04.png,true,Z,art
ai_art_z_image_art_10.png,images/ai/art/z_image_art_10.png,true,Z,art
ai_art_qwen_2512_art_03.png,images/ai/art/qwen_2512_art_03.png,true,Qwen 2512,art
ai_art_wan_v2.6_art_01.png,images/ai/art/wan_v2.6_art_01.png,true,Wan v2.6,art
ai_art_flux_schnell_art_10.png,images/ai/art/flux_schnell_art_10.png,true,Flux Schnell,art
ai_art_wan_v2.6_art_05.png,images/ai/art/wan_v2.6_art_05.png,true,Wan v2.6,art
ai_art_flux_schnell_art_04.png,images/ai/art/flux_schnell_art_04.png,true,Flux Schnell,art
ai_art_qwen_2512_art_07.png,images/ai/art/qwen_2512_art_07.png,true,Qwen 2512,art
ai_art_seedream_v3_art_08.png,images/ai/art/seedream_v3_art_08.png,true,Seedream,art
ai_art_seedream_v3_art_09.png,images/ai/art/seedream_v3_art_09.png,true,Seedream,art
ai_art_z_image_art_01.png,images/ai/art/z_image_art_01.png,true,Z,art
ai_art_flux_schnell_art_05.png,images/ai/art/flux_schnell_art_05.png,true,Flux Schnell,art
ai_art_wan_v2.6_art_04.png,images/ai/art/wan_v2.6_art_04.png,true,Wan v2.6,art
ai_art_qwen_2512_art_06.png,images/ai/art/qwen_2512_art_06.png,true,Qwen 2512,art
ai_art_wan_v2.6_art_10.png,images/ai/art/wan_v2.6_art_10.png,true,Wan v2.6,art
ai_art_qwen_2512_art_04.png,images/ai/art/qwen_2512_art_04.png,true,Qwen 2512,art
ai_art_wan_v2.6_art_06.png,images/ai/art/wan_v2.6_art_06.png,true,Wan v2.6,art
ai_art_flux_schnell_art_07.png,images/ai/art/flux_schnell_art_07.png,true,Flux Schnell,art
ai_art_qwen_2512_art_10.png,images/ai/art/qwen_2512_art_10.png,true,Qwen 2512,art
ai_art_z_image_art_03.png,images/ai/art/z_image_art_03.png,true,Z,art
ai_art_z_image_art_02.png,images/ai/art/z_image_art_02.png,true,Z,art
ai_art_qwen_2512_art_05.png,images/ai/art/qwen_2512_art_05.png,true,Qwen 2512,art
ai_art_flux_schnell_art_06.png,images/ai/art/flux_schnell_art_06.png,true,Flux Schnell,art
ai_art_wan_v2.6_art_07.png,images/ai/art/wan_v2.6_art_07.png,true,Wan v2.6,art
ai_portrait_seedream_v3_portrait_10.png,images/ai/portrait/seedream_v3_portrait_10.png,true,Seedream,portrait
ai_portrait_seedream_v3_portrait_04.png,images/ai/portrait/seedream_v3_portrait_04.png,true,Seedream,portrait
ai_portrait_recraft_v3_portrait_05.png,images/ai/portrait/recraft_v3_portrait_05.png,true,Recraft v3,portrait
ai_portrait_flux_pro_v1.1_portrait_09.png,images/ai/portrait/flux_pro_v1.1_portrait_09.png,true,Flux Pro v1.1,portrait
ai_portrait_flux_pro_v1.1_portrait_08.png,images/ai/portrait/flux_pro_v1.1_portrait_08.png,true,Flux Pro v1.1,portrait
ai_portrait_wan_v2.6_portrait_01.png,images/ai/portrait/wan_v2.6_portrait_01.png,true,Wan v2.6,portrait
ai_portrait_recraft_v3_portrait_04.png,images/ai/portrait/recraft_v3_portrait_04.png,true,Recraft v3,portrait
ai_portrait_recraft_v3_portrait_10.png,images/ai/portrait/recraft_v3_portrait_10.png,true,Recraft v3,portrait
ai_portrait_seedream_v3_portrait_05.png,images/ai/portrait/seedream_v3_portrait_05.png,true,Seedream,portrait
ai_portrait_seedream_v4_portrait_01.png,images/ai/portrait/seedream_v4_portrait_01.png,true,Seedream,portrait
ai_portrait_seedream_v4_portrait_03.png,images/ai/portrait/seedream_v4_portrait_03.png,true,Seedream,portrait
ai_portrait_seedream_v3_portrait_07.png,images/ai/portrait/seedream_v3_portrait_07.png,true,Seedream,portrait
ai_portrait_hunyuan_v3_portrait_09.png,images/ai/portrait/hunyuan_v3_portrait_09.png,true,Hunyuan v3,portrait
ai_portrait_recraft_v3_portrait_06.png,images/ai/portrait/recraft_v3_portrait_06.png,true,Recraft v3,portrait
ai_portrait_wan_v2.6_portrait_03.png,images/ai/portrait/wan_v2.6_portrait_03.png,true,Wan v2.6,portrait
ai_portrait_wan_v2.6_portrait_02.png,images/ai/portrait/wan_v2.6_portrait_02.png,true,Wan v2.6,portrait
ai_portrait_recraft_v3_portrait_07.png,images/ai/portrait/recraft_v3_portrait_07.png,true,Recraft v3,portrait
ai_portrait_hunyuan_v3_portrait_08.png,images/ai/portrait/hunyuan_v3_portrait_08.png,true,Hunyuan v3,portrait
ai_portrait_seedream_v3_portrait_06.png,images/ai/portrait/seedream_v3_portrait_06.png,true,Seedream,portrait
ai_portrait_seedream_v4_portrait_02.png,images/ai/portrait/seedream_v4_portrait_02.png,true,Seedream,portrait
ai_portrait_seedream_v3_portrait_02.png,images/ai/portrait/seedream_v3_portrait_02.png,true,Seedream,portrait
ai_portrait_seedream_v4_portrait_06.png,images/ai/portrait/seedream_v4_portrait_06.png,true,Seedream,portrait
ai_portrait_recraft_v3_portrait_03.png,images/ai/portrait/recraft_v3_portrait_03.png,true,Recraft v3,portrait
ai_portrait_grok_aurora_portrait_09.png,images/ai/portrait/grok_aurora_portrait_09.png,true,Grok Aurora,portrait
ai_portrait_qwen_2512_portrait_08.png,images/ai/portrait/qwen_2512_portrait_08.png,true,Qwen 2512,portrait
ai_portrait_wan_v2.6_portrait_06.png,images/ai/portrait/wan_v2.6_portrait_06.png,true,Wan v2.6,portrait
ai_portrait_wan_v2.6_portrait_07.png,images/ai/portrait/wan_v2.6_portrait_07.png,true,Wan v2.6,portrait
ai_portrait_qwen_2512_portrait_09.png,images/ai/portrait/qwen_2512_portrait_09.png,true,Qwen 2512,portrait
ai_portrait_recraft_v3_portrait_02.png,images/ai/portrait/recraft_v3_portrait_02.png,true,Recraft v3,portrait
ai_portrait_grok_aurora_portrait_08.png,images/ai/portrait/grok_aurora_portrait_08.png,true,Grok Aurora,portrait
ai_portrait_seedream_v4_portrait_07.png,images/ai/portrait/seedream_v4_portrait_07.png,true,Seedream,portrait
ai_portrait_seedream_v3_portrait_03.png,images/ai/portrait/seedream_v3_portrait_03.png,true,Seedream,portrait
ai_portrait_seedream_v3_portrait_01.png,images/ai/portrait/seedream_v3_portrait_01.png,true,Seedream,portrait
ai_portrait_seedream_v4_portrait_05.png,images/ai/portrait/seedream_v4_portrait_05.png,true,Seedream,portrait
ai_portrait_wan_v2.6_portrait_05.png,images/ai/portrait/wan_v2.6_portrait_05.png,true,Wan v2.6,portrait
ai_portrait_flux_schnell_portrait_08.png,images/ai/portrait/flux_schnell_portrait_08.png,true,Flux Schnell,portrait
ai_portrait_flux_schnell_portrait_09.png,images/ai/portrait/flux_schnell_portrait_09.png,true,Flux Schnell,portrait
ai_portrait_wan_v2.6_portrait_10.png,images/ai/portrait/wan_v2.6_portrait_10.png,true,Wan v2.6,portrait
ai_portrait_wan_v2.6_portrait_04.png,images/ai/portrait/wan_v2.6_portrait_04.png,true,Wan v2.6,portrait
ai_portrait_recraft_v3_portrait_01.png,images/ai/portrait/recraft_v3_portrait_01.png,true,Recraft v3,portrait
ai_portrait_seedream_v4_portrait_04.png,images/ai/portrait/seedream_v4_portrait_04.png,true,Seedream,portrait
ai_portrait_seedream_v4_portrait_10.png,images/ai/portrait/seedream_v4_portrait_10.png,true,Seedream,portrait
ai_portrait_z_image_portrait_01.png,images/ai/portrait/z_image_portrait_01.png,true,Z,portrait
ai_portrait_ideogram_v3_portrait_01.png,images/ai/portrait/ideogram_v3_portrait_01.png,true,Ideogram v3,portrait
ai_portrait_leonardo_phoenix_portrait_07.png,images/ai/portrait/leonardo_phoenix_portrait_07.png,true,Leonardo Phoenix,portrait
ai_portrait_sd_3.5_large_portrait_05.png,images/ai/portrait/sd_3.5_large_portrait_05.png,true,Sd,portrait
ai_portrait_gpt_image_1.5_portrait_01.png,images/ai/portrait/gpt_image_1.5_portrait_01.png,true,Gpt,portrait
ai_portrait_flux_2_flex_portrait_03.png,images/ai/portrait/flux_2_flex_portrait_03.png,true,Flux,portrait
ai_portrait_gemini_3_pro_portrait_10.png,images/ai/portrait/gemini_3_pro_portrait_10.png,true,Gemini 3 Pro,portrait
ai_portrait_gemini_3_pro_portrait_04.png,images/ai/portrait/gemini_3_pro_portrait_04.png,true,Gemini 3 Pro,portrait
ai_portrait_gemini_3_pro_portrait_05.png,images/ai/portrait/gemini_3_pro_portrait_05.png,true,Gemini 3 Pro,portrait
ai_portrait_flux_2_flex_portrait_02.png,images/ai/portrait/flux_2_flex_portrait_02.png,true,Flux,portrait
ai_portrait_sd_3.5_large_portrait_04.png,images/ai/portrait/sd_3.5_large_portrait_04.png,true,Sd,portrait
ai_portrait_leonardo_phoenix_portrait_06.png,images/ai/portrait/leonardo_phoenix_portrait_06.png,true,Leonardo Phoenix,portrait
ai_portrait_sd_3.5_large_portrait_10.png,images/ai/portrait/sd_3.5_large_portrait_10.png,true,Sd,portrait
ai_portrait_glm_image_portrait_01.png,images/ai/portrait/glm_image_portrait_01.png,true,GLM Image,portrait
ai_portrait_z_image_portrait_02.png,images/ai/portrait/z_image_portrait_02.png,true,Z,portrait
ai_portrait_glm_image_portrait_03.png,images/ai/portrait/glm_image_portrait_03.png,true,GLM Image,portrait
ai_portrait_ideogram_v3_portrait_02.png,images/ai/portrait/ideogram_v3_portrait_02.png,true,Ideogram v3,portrait
ai_portrait_leonardo_phoenix_portrait_10.png,images/ai/portrait/leonardo_phoenix_portrait_10.png,true,Leonardo Phoenix,portrait
ai_portrait_sd_3.5_large_portrait_06.png,images/ai/portrait/sd_3.5_large_portrait_06.png,true,Sd,portrait
ai_portrait_leonardo_phoenix_portrait_04.png,images/ai/portrait/leonardo_phoenix_portrait_04.png,true,Leonardo Phoenix,portrait
ai_portrait_gpt_image_1.5_portrait_02.png,images/ai/portrait/gpt_image_1.5_portrait_02.png,true,Gpt,portrait
ai_portrait_gemini_3_pro_portrait_07.png,images/ai/portrait/gemini_3_pro_portrait_07.png,true,Gemini 3 Pro,portrait
ai_portrait_gemini_3_pro_portrait_06.png,images/ai/portrait/gemini_3_pro_portrait_06.png,true,Gemini 3 Pro,portrait
ai_portrait_flux_2_flex_portrait_01.png,images/ai/portrait/flux_2_flex_portrait_01.png,true,Flux,portrait
ai_portrait_gpt_image_1.5_portrait_03.png,images/ai/portrait/gpt_image_1.5_portrait_03.png,true,Gpt,portrait
ai_portrait_leonardo_phoenix_portrait_05.png,images/ai/portrait/leonardo_phoenix_portrait_05.png,true,Leonardo Phoenix,portrait
ai_portrait_sd_3.5_large_portrait_07.png,images/ai/portrait/sd_3.5_large_portrait_07.png,true,Sd,portrait
ai_portrait_ideogram_v3_portrait_03.png,images/ai/portrait/ideogram_v3_portrait_03.png,true,Ideogram v3,portrait
ai_portrait_glm_image_portrait_02.png,images/ai/portrait/glm_image_portrait_02.png,true,GLM Image,portrait
ai_portrait_z_image_portrait_03.png,images/ai/portrait/z_image_portrait_03.png,true,Z,portrait
ai_portrait_z_image_portrait_07.png,images/ai/portrait/z_image_portrait_07.png,true,Z,portrait
ai_portrait_glm_image_portrait_06.png,images/ai/portrait/glm_image_portrait_06.png,true,GLM Image,portrait
ai_portrait_ideogram_v3_portrait_07.png,images/ai/portrait/ideogram_v3_portrait_07.png,true,Ideogram v3,portrait
ai_portrait_gpt_image_1.5_portrait_07.png,images/ai/portrait/gpt_image_1.5_portrait_07.png,true,Gpt,portrait
ai_portrait_sd_3.5_large_portrait_03.png,images/ai/portrait/sd_3.5_large_portrait_03.png,true,Sd,portrait
ai_portrait_leonardo_phoenix_portrait_01.png,images/ai/portrait/leonardo_phoenix_portrait_01.png,true,Leonardo Phoenix,portrait
ai_portrait_gemini_3_pro_portrait_02.png,images/ai/portrait/gemini_3_pro_portrait_02.png,true,Gemini 3 Pro,portrait
ai_portrait_flux_2_flex_portrait_05.png,images/ai/portrait/flux_2_flex_portrait_05.png,true,Flux,portrait
ai_portrait_flux_2_flex_portrait_10.png,images/ai/portrait/flux_2_flex_portrait_10.png,true,Flux,portrait
ai_portrait_flux_2_flex_portrait_04.png,images/ai/portrait/flux_2_flex_portrait_04.png,true,Flux,portrait
ai_portrait_gemini_3_pro_portrait_03.png,images/ai/portrait/gemini_3_pro_portrait_03.png,true,Gemini 3 Pro,portrait
ai_portrait_sd_3.5_large_portrait_02.png,images/ai/portrait/sd_3.5_large_portrait_02.png,true,Sd,portrait
ai_portrait_gpt_image_1.5_portrait_06.png,images/ai/portrait/gpt_image_1.5_portrait_06.png,true,Gpt,portrait
ai_portrait_ideogram_v3_portrait_06.png,images/ai/portrait/ideogram_v3_portrait_06.png,true,Ideogram v3,portrait
ai_portrait_glm_image_portrait_07.png,images/ai/portrait/glm_image_portrait_07.png,true,GLM Image,portrait
ai_portrait_z_image_portrait_06.png,images/ai/portrait/z_image_portrait_06.png,true,Z,portrait
